,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City
7410,0xce6f,ALHRES19DEL02,27.000000,5.000000,25.457116,81.859682,25.477116,81.879682,13-02-2022,11:15,11:20,Sandstorms,High,1,Meal,scooter,1.000000,No,Metropolitian
7411,0x4cd7,RANCHIRES12DEL02,35.00,4.50,0.00,0.00,0.08,0.08,29-03-2022,18:40,18:50,Sunny,Medium,2,Drinks,electric_scooter,0.00,No,Metropolitian
7412,0x55fe,MUMRES18DEL02,28.000000,4.800000,19.109300,72.825451,19.239300,72.955451,04-03-2022,21:10,21:25,Cloudy,Jam,1,Drinks,scooter,0.000000,Yes,Metropolitian
7413,0xadea,INDORES04DEL03,29.000000,4.500000,22.753659,75.903365,22.843659,75.993365,06-04-2022,23:55,23:60,Sunny,Low,1,Meal,scooter,0.000000,No,Metropolitian
7414,0x92ad,HYDRES17DEL02,31.000000,4.700000,17.451976,78.385883,17.471976,78.405883,01-03-2022,11:35,11:45,Windy,High,1,Buffet,scooter,1.000000,No,Metropolitian
7415,0xb747,INDORES03DEL01,35.000000,4.900000,22.751857,75.866699,22.791857,75.906699,28-03-2022,15:10,15:20,Cloudy,Medium,1,Drinks,scooter,0.000000,No,Metropolitian
7416,0x3151,HYDRES19DEL01,34.000000,4.100000,17.458998,78.500366,17.468998,78.510366,11-03-2022,10:60,11:10,Sandstorms,Low,0,Buffet,motorcycle,0.000000,No,Metropolitian
7417,0xde5e,LUDHRES01DEL03,27.000000,4.800000,30.873988,75.842739,30.903988,75.872739,17-02-2022,18:25,18:40,Sandstorms,Medium,1,Snack,motorcycle,1.000000,No,Urban
7418,0x6fec,HYDRES01DEL01,22.000000,4.900000,17.410371,78.437225,17.420371,78.447225,05-03-2022,9:15,9:20,Sunny,Low,2,Drinks,scooter,0.000000,No,Metropolitian
7419,0x152c,PUNERES03DEL03,20.000000,4.600000,18.554382,73.798206,18.584382,73.828206,17-03-2022,21:35,21:40,Sunny,Jam,2,Meal,scooter,1.000000,No,Urban
7420,0xc98e,ALHRES15DEL02,31.000000,4.900000,25.449872,81.836167,25.469872,81.856167,11-02-2022,11:35,11:45,Fog,High,2,Buffet,motorcycle,2.000000,No,Urban
7421,0x317e,CHENRES12DEL02,30.000000,4.500000,12.972793,80.249982,13.022793,80.299982,03-04-2022,19:25,19:35,Stormy,Jam,1,Meal,scooter,1.000000,No,Metropolitian
7422,0x9fe0,PUNERES09DEL02,39.000000,4.100000,18.536562,73.896485,18.586562,73.946485,21-03-2022,17:30,17:45,Stormy,Medium,0,Snack,motorcycle,1.000000,No,Metropolitian
7423,0x7641,COIMBRES01DEL01,29.000000,4.900000,11.016298,76.972076,11.026298,76.982076,01-03-2022,9:20,9:25,Cloudy,Low,2,Drinks,scooter,0.000000,No,Metropolitian
7424,0x1028,MYSRES15DEL01,37.000000,3.900000,12.352058,76.606650,12.422058,76.676650,23-03-2022,19:55,19:60,Windy,Jam,2,Meal,scooter,3.000000,No,Metropolitian
7425,0xa519,PUNERES010DEL01,37.000000,4.900000,18.539299,73.897902,18.549299,73.907902,01-03-2022,10:45,10:60,Cloudy,Low,2,Snack,scooter,1.000000,No,Urban
7426,0x3e1e,INDORES08DEL01,34.000000,4.000000,22.725748,75.898497,22.835748,76.008497,25-03-2022,20:30,20:40,Cloudy,Jam,1,Buffet,scooter,1.000000,Yes,Metropolitian
7427,0xde6d,DEHRES04DEL02,30.000000,5.000000,30.340722,78.060221,30.420722,78.140221,18-02-2022,22:40,22:45,Cloudy,Low,0,Drinks,motorcycle,1.000000,Yes,Metropolitian
7428,0xb7d,PUNERES06DEL02,38.000000,4.900000,18.546258,73.904337,18.566258,73.924337,26-03-2022,8:15,8:30,Cloudy,Low,1,Meal,motorcycle,0.000000,No,Metropolitian
7429,0xd58f,KOLRES09DEL01,38.000000,4.600000,22.515082,88.367830,22.625082,88.477830,16-02-2022,20:60,21:05,Fog,Jam,0,Drinks,motorcycle,1.000000,No,Metropolitian
7430,0x53a2,BANGRES13DEL02,29.000000,4.900000,12.935662,77.614130,12.955662,77.634130,30-03-2022,8:15,8:25,Cloudy,Low,0,Buffet,motorcycle,0.000000,No,Metropolitian
7431,0x2f23,CHENRES15DEL02,31.000000,4.900000,13.026286,80.275235,13.156286,80.405235,12-03-2022,20:30,20:45,Cloudy,Jam,0,Drinks,motorcycle,1.000000,No,Metropolitian
7432,0xcd69,AURGRES08DEL01,29.000000,5.000000,19.876428,75.364792,19.946428,75.434792,12-02-2022,17:10,17:25,Cloudy,Medium,0,Buffet,motorcycle,2.000000,No,Metropolitian
7433,0xe079,KOLRES09DEL03,25.000000,4.300000,22.515082,88.367830,22.545082,88.397830,15-02-2022,23:45,23:60,Stormy,Low,0,Meal,motorcycle,0.000000,No,NaN
7434,0xced1,KNPRES03DEL02,22.000000,4.700000,26.469003,80.316344,26.599003,80.446344,14-02-2022,17:55,17:60,Sunny,Medium,1,Meal,motorcycle,1.000000,No,Metropolitian
7435,0xdee3,AURGRES11DEL03,32.00,4.50,0.00,0.00,0.09,0.09,18-02-2022,17:50,17:60,Sandstorms,Medium,2,Drinks,motorcycle,0.00,No,Urban
7436,0x8fb3,VADRES07DEL03,24.00,4.90,0.00,0.00,0.03,0.03,13-03-2022,19:30,19:35,Sunny,Jam,1,Meal,scooter,0.00,No,Urban
7437,0x8e01,HYDRES15DEL02,27.000000,4.500000,17.459710,78.368855,17.479710,78.388855,24-03-2022,11:15,11:20,Windy,High,2,Drinks,scooter,1.000000,No,Metropolitian
7438,0x570c,HYDRES19DEL02,29.000000,4.900000,17.458998,78.500366,17.478998,78.520366,03-03-2022,8:45,8:60,Fog,Low,0,Meal,motorcycle,1.000000,No,Urban
7439,0x9d38,VADRES11DEL03,30.000000,4.200000,22.308096,73.167753,22.368096,73.227753,05-04-2022,19:25,19:30,Stormy,Jam,1,Meal,motorcycle,1.000000,No,Metropolitian
7440,0xa8fa,JAPRES16DEL03,28.000000,4.600000,26.849596,75.800512,26.909596,75.860512,19-03-2022,19:45,19:55,Stormy,Jam,2,Snack,electric_scooter,1.000000,No,Metropolitian
7441,0x2cb5,RANCHIRES01DEL03,31.000000,4.400000,23.416792,85.316842,23.506792,85.406842,04-04-2022,22:20,22:35,Fog,Low,2,Buffet,scooter,2.000000,No,Metropolitian
7442,0x31b9,HYDRES07DEL02,23.000000,4.800000,17.424114,78.347554,17.504114,78.427554,20-03-2022,17:10,17:25,Stormy,Medium,2,Drinks,electric_scooter,1.000000,No,Metropolitian
7443,0x75cb,HYDRES07DEL02,38.000000,4.600000,17.424114,78.347554,17.554114,78.477554,14-03-2022,22:40,22:50,Cloudy,Low,0,Snack,motorcycle,1.000000,No,Metropolitian
7444,0x9b32,INDORES17DEL01,37.000000,4.600000,22.761226,75.887522,22.771226,75.897522,05-04-2022,8:20,8:25,Stormy,Low,2,Meal,scooter,1.000000,No,Metropolitian
7445,0x1d86,HYDRES13DEL01,23.000000,4.700000,17.431477,78.400350,17.501477,78.470350,18-03-2022,20:25,20:40,Sunny,Jam,0,Meal,motorcycle,1.000000,No,Metropolitian
7446,0x809f,MYSRES03DEL02,25.000000,4.500000,12.299524,76.642620,12.319524,76.662620,19-03-2022,9:50,10:05,Windy,Low,2,Drinks,electric_scooter,0.000000,No,Metropolitian
7447,0xb230,COIMBRES08DEL01,22.000000,4.500000,11.001852,76.976268,11.011852,76.986268,01-03-2022,11:20,11:25,Sandstorms,High,1,Snack,motorcycle,1.000000,No,Metropolitian
7448,0xa3be,RANCHIRES06DEL02,30.000000,4.300000,23.357804,85.325146,23.437804,85.405146,06-04-2022,20:50,20:55,Sandstorms,Jam,0,Snack,motorcycle,0.000000,No,Metropolitian
7449,0x2008,BANGRES04DEL01,33.000000,4.700000,12.980410,77.640489,12.990410,77.650489,24-03-2022,8:55,9:05,Stormy,Low,1,Snack,motorcycle,1.000000,No,Urban
7450,0x450a,INDORES16DEL02,32.000000,4.500000,22.744648,75.894377,22.764648,75.914377,01-04-2022,8:40,8:50,Fog,Low,0,Snack,motorcycle,1.000000,No,Metropolitian
7451,0x25c1,COIMBRES09DEL03,30.000000,4.400000,11.008638,76.984311,11.098638,77.074311,14-03-2022,17:10,17:15,Fog,Medium,2,Meal,scooter,1.000000,No,Metropolitian
7452,0x89ed,PUNERES15DEL03,25.000000,4.700000,18.636215,73.751081,18.696215,73.811081,13-03-2022,19:60,20:10,Stormy,Jam,0,Buffet,motorcycle,1.000000,No,Metropolitian
7453,0x55ce,VADRES12DEL01,33.00,4.50,0.00,0.00,0.04,0.04,09-03-2022,15:20,15:25,Sunny,Medium,0,Snack,motorcycle,0.00,No,Metropolitian
7454,0xc449,ALHRES11DEL02,22.00,4.70,0.00,0.00,0.05,0.05,17-02-2022,17:55,17:60,Stormy,Medium,2,Meal,electric_scooter,1.00,No,Metropolitian
7455,0xc512,KOLRES08DEL02,36.000000,4.000000,22.537960,88.349843,22.617960,88.429843,12-02-2022,19:35,19:45,Stormy,Jam,0,Buffet,motorcycle,3.000000,No,Metropolitian
7456,0x844c,PUNERES03DEL02,32.000000,4.900000,18.554382,73.798206,18.574382,73.818206,28-03-2022,11:55,12:10,Sandstorms,High,2,Drinks,scooter,1.000000,No,Metropolitian
7457,0x94a9,HYDRES13DEL01,33.000000,4.600000,17.431477,78.400350,17.441477,78.410350,01-03-2022,11:25,11:40,Windy,High,0,Meal,motorcycle,2.000000,Yes,Metropolitian
7458,0xb8a,HYDRES010DEL01,34.000000,3.900000,17.428294,78.404423,17.498294,78.474423,29-03-2022,19:45,19:55,Stormy,Jam,1,Drinks,motorcycle,0.000000,No,NaN
7459,0x4e09,CHENRES12DEL01,22.000000,4.500000,12.972793,80.249982,12.982793,80.259982,11-03-2022,10:35,10:50,Cloudy,Low,2,Snack,motorcycle,0.000000,No,Metropolitian
7460,0xab2,SURRES16DEL03,NaN,NaN,21.160437,72.774209,21.220437,72.834209,05-04-2022,NaN,21:10,Windy,Jam,2,Meal,scooter,1.000000,No,Metropolitian
7461,0xd1c4,AGRRES12DEL01,37.000000,4.600000,27.165108,78.015053,27.205108,78.055053,13-02-2022,12:30,12:35,Sandstorms,High,2,Snack,scooter,1.000000,No,Metropolitian
7462,0x5754,HYDRES19DEL03,36.000000,4.100000,17.458998,78.500366,17.488998,78.530366,03-03-2022,21:30,21:45,Fog,Jam,2,Drinks,scooter,1.000000,No,Urban
7463,0x50ee,PUNERES04DEL01,25.000000,4.700000,18.514210,73.838429,18.524210,73.848429,11-03-2022,9:30,9:35,Sunny,Low,2,Buffet,motorcycle,1.000000,No,Urban
7464,0x58ec,VADRES07DEL01,38.00,4.60,0.00,0.00,0.04,0.04,21-03-2022,15:15,15:30,Fog,Medium,2,Buffet,motorcycle,1.00,No,Urban
7465,0xb08,INDORES19DEL01,25.000000,4.500000,22.745536,75.893106,22.785536,75.933106,19-03-2022,12:55,13:10,Windy,High,2,Drinks,motorcycle,0.000000,No,Metropolitian
7466,0xd24d,GOARES08DEL03,26.000000,4.000000,15.556561,73.763633,15.646561,73.853633,16-02-2022,17:15,17:20,Cloudy,Medium,1,Meal,scooter,0.000000,No,Urban
7467,0x7eb9,COIMBRES18DEL03,27.000000,4.800000,11.020910,76.940432,11.110910,77.030432,29-03-2022,17:15,17:20,Fog,Medium,1,Drinks,motorcycle,1.000000,No,Metropolitian
7468,0xbd0e,CHENRES02DEL01,25.000000,4.200000,13.086438,80.220672,13.196438,80.330672,02-03-2022,19:25,19:30,Stormy,Jam,0,Snack,motorcycle,1.000000,No,Metropolitian
7469,0x594d,PUNERES16DEL01,27.000000,4.700000,18.536718,73.830327,18.546719,73.840328,28-03-2022,11:20,11:35,Windy,High,1,Buffet,motorcycle,1.000000,No,Metropolitian
7470,0x5f1b,PUNERES08DEL02,28.00000,4.60000,18.53408,73.89852,18.66408,74.02852,06-04-2022,20:15,20:25,Fog,Jam,0,Drinks,motorcycle,2.00000,No,Metropolitian
7471,0xc064,KNPRES14DEL02,34.000000,4.800000,-26.463504,80.372929,26.483504,80.392929,13-02-2022,10:25,10:35,Windy,Low,1,Drinks,motorcycle,1.000000,No,Metropolitian
7472,0x8a31,VADRES12DEL03,35.00,4.90,0.00,0.00,0.06,0.06,05-04-2022,18:30,18:35,Stormy,Medium,0,Buffet,motorcycle,2.00,No,Urban
7473,0x5864,INDORES08DEL02,26.000000,4.900000,22.725748,75.898497,22.775748,75.948497,15-03-2022,22:40,22:50,Cloudy,Low,0,Snack,motorcycle,0.000000,No,Metropolitian
7474,0xa90c,HYDRES13DEL02,26.000000,4.800000,17.431477,78.400350,17.481477,78.450350,24-03-2022,17:25,17:35,Sunny,Medium,1,Meal,motorcycle,NaN,No,Metropolitian
7475,0x7a0b,VADRES20DEL02,39.000000,4.200000,22.311358,73.164798,22.391358,73.244798,04-03-2022,18:60,19:05,Cloudy,Medium,1,Drinks,motorcycle,1.000000,No,Urban
7476,0x7ed0,MYSRES010DEL02,37.000000,4.700000,12.321214,76.621094,12.341214,76.641094,01-04-2022,11:15,11:20,Sunny,High,2,Buffet,electric_scooter,0.000000,No,Metropolitian
7477,0x729a,PUNERES14DEL02,33.000000,4.100000,18.516216,73.842527,18.566216,73.892527,30-03-2022,17:45,17:60,Windy,Medium,1,Drinks,scooter,1.000000,No,Metropolitian
7478,0xa92d,INDORES05DEL01,30.000000,5.000000,22.727021,75.884167,22.797021,75.954167,25-03-2022,17:45,17:60,Sunny,Medium,1,Meal,motorcycle,1.000000,No,Metropolitian
7479,0xa701,PUNERES14DEL02,27.000000,4.600000,18.516216,73.842527,18.646216,73.972527,06-04-2022,20:55,21:05,Sunny,Jam,1,Buffet,scooter,0.000000,No,Metropolitian
7480,0x54ef,PUNERES17DEL03,39.000000,4.400000,18.530963,73.828972,18.560963,73.858972,03-04-2022,22:20,22:30,Windy,Low,0,Buffet,motorcycle,0.000000,No,Urban
7481,0xdae5,DEHRES17DEL01,34.000000,4.900000,30.327968,78.046106,30.437968,78.156106,14-02-2022,19:50,20:05,Sunny,Jam,1,Snack,motorcycle,0.000000,No,Metropolitian
7482,0x1fc6,MUMRES18DEL03,24.000000,4.900000,19.109300,72.825451,19.139300,72.855451,17-03-2022,20:25,20:35,Sunny,Jam,1,Snack,motorcycle,0.000000,No,Metropolitian
7483,0x3817,SURRES01DEL03,32.000000,4.500000,21.186438,72.794115,21.246438,72.854115,24-03-2022,23:40,23:45,Fog,Low,2,Drinks,scooter,0.000000,No,Metropolitian
7484,0x2d37,CHENRES11DEL02,21.000000,4.800000,13.064181,80.236442,13.194181,80.366442,12-03-2022,22:55,23:10,Cloudy,Low,1,Snack,scooter,0.000000,No,Urban
7485,0x8f72,MUMRES15DEL01,25.000000,5.000000,19.176269,72.836721,19.186269,72.846721,05-04-2022,11:10,11:15,Sandstorms,High,0,Buffet,motorcycle,1.000000,No,Metropolitian
7486,0x7815,SURRES11DEL02,37.000000,4.800000,21.157735,72.768778,21.207735,72.818778,21-03-2022,21:15,21:20,Sunny,Jam,2,Buffet,scooter,1.000000,No,Metropolitian
7487,0xc8a8,LUDHRES14DEL03,31.000000,5.000000,30.892978,75.821847,30.952978,75.881847,17-02-2022,23:15,23:30,Fog,Low,2,Drinks,motorcycle,1.000000,No,Metropolitian
7488,0x6327,INDORES15DEL01,28.000000,4.200000,22.760072,75.892574,22.870072,76.002574,06-04-2022,19:55,20:10,Stormy,Jam,0,Buffet,motorcycle,1.000000,No,Metropolitian
7489,0xabd4,BANGRES18DEL01,21.000000,4.400000,12.913041,77.683237,12.983041,77.753237,31-03-2022,21:10,21:20,Cloudy,Jam,2,Buffet,scooter,1.000000,No,Metropolitian
7490,0x110e,CHENRES07DEL02,23.000000,4.900000,13.081878,80.248519,13.101878,80.268519,17-03-2022,11:15,11:30,Sandstorms,High,2,Snack,scooter,0.000000,No,Metropolitian
7491,0x1073,SURRES02DEL01,NaN,NaN,21.186608,72.794136,21.196608,72.804136,11-03-2022,NaN,11:50,Sandstorms,High,1,Drinks,scooter,0.000000,No,Metropolitian
7492,0xb186,PUNERES13DEL03,20.000000,4.500000,18.562450,73.916619,18.652450,74.006619,02-03-2022,21:60,22:05,Sunny,Jam,0,Snack,motorcycle,0.000000,No,Metropolitian
7493,0x5438,COIMBRES20DEL01,27.000000,4.900000,10.994136,76.963303,11.034136,77.003303,21-03-2022,16:10,16:15,Sunny,Medium,0,Drinks,motorcycle,1.000000,No,Metropolitian
7494,0x3021,INDORES18DEL01,36.000000,4.200000,22.753839,75.897429,22.793838,75.937429,15-03-2022,12:50,12:55,Windy,High,1,Meal,scooter,1.000000,No,Metropolitian
7495,0x187c,BANGRES11DEL02,29.000000,3.500000,12.934365,77.616155,13.064365,77.746155,25-03-2022,23:60,24:15,Sunny,Low,2,Meal,scooter,0.000000,No,Metropolitian
7496,0x9dab,HYDRES11DEL02,33.000000,4.800000,17.430448,78.418213,17.560448,78.548213,16-03-2022,22:15,22:20,Sunny,Low,2,Drinks,electric_scooter,1.000000,No,Urban
7497,0xda5c,BHPRES12DEL01,27.00,4.80,0.00,0.00,0.04,0.04,15-02-2022,16:45,16:55,Sandstorms,Medium,2,Snack,motorcycle,0.00,No,Metropolitian
7498,0xcc43,KNPRES05DEL01,28.000000,4.700000,26.479108,80.315042,26.489108,80.325042,15-02-2022,8:60,9:10,Stormy,Low,1,Snack,motorcycle,0.000000,No,Metropolitian
7499,0x8c88,CHENRES15DEL03,28.000000,4.900000,13.026286,80.275235,13.116286,80.365235,29-03-2022,21:40,21:50,Sunny,Jam,2,Buffet,electric_scooter,1.000000,No,Urban
7500,0xce8f,GOARES20DEL03,33.00,4.50,0.00,0.00,0.03,0.03,13-02-2022,23:45,23:50,Windy,Low,1,Snack,scooter,0.00,No,Metropolitian
7501,0x8d94,MYSRES07DEL02,35.000000,4.200000,12.325461,76.632278,12.405461,76.712278,12-03-2022,21:55,21:60,Windy,Jam,0,Drinks,motorcycle,2.000000,No,Metropolitian
7502,0x80d,SURRES05DEL03,26.000000,3.500000,21.175104,72.804342,21.235104,72.864342,26-03-2022,19:10,19:25,Sunny,Jam,0,Drinks,motorcycle,2.000000,No,Metropolitian
7503,0x52d6,HYDRES08DEL02,30.000000,4.800000,17.438263,78.397865,17.458263,78.417865,19-03-2022,11:25,11:35,Stormy,High,1,Buffet,motorcycle,1.000000,No,Urban
7504,0xa5ab,JAPRES19DEL02,30.000000,4.700000,26.913726,75.752820,27.043726,75.882820,18-03-2022,20:10,20:20,Cloudy,Jam,1,Buffet,motorcycle,2.000000,No,Metropolitian
7505,0x8a39,VADRES15DEL02,28.00,4.50,0.00,0.00,0.08,0.08,04-04-2022,21:20,21:30,Windy,Jam,1,Snack,motorcycle,1.00,No,Urban
7506,0xaeec,BANGRES20DEL03,29.000000,4.900000,12.972161,77.596014,13.062161,77.686014,06-03-2022,21:60,22:05,Sunny,Jam,0,Meal,motorcycle,1.000000,No,Metropolitian
7507,0xa78,MUMRES04DEL02,27.000000,4.900000,19.254567,72.848923,19.334567,72.928923,23-03-2022,21:40,21:45,Stormy,Jam,1,Drinks,scooter,1.000000,No,Urban
7508,0x8871,SURRES03DEL02,30.000000,4.500000,21.186884,72.793616,21.206884,72.813616,28-03-2022,8:15,8:25,Cloudy,Low,1,Drinks,motorcycle,0.000000,No,Urban
7509,0xa15f,MYSRES08DEL02,31.000000,4.800000,12.297954,76.665169,12.377954,76.745169,27-03-2022,20:15,20:30,Fog,Jam,0,Drinks,motorcycle,2.000000,Yes,Metropolitian
7510,0x8508,MUMRES15DEL01,21.000000,5.000000,19.176269,72.836721,19.246269,72.906721,02-03-2022,23:35,23:40,Windy,Low,0,Meal,motorcycle,1.000000,No,Metropolitian
7511,0x1d9f,SURRES02DEL01,38.000000,4.400000,21.186608,72.794136,21.256608,72.864136,31-03-2022,21:45,21:55,Windy,Jam,2,Buffet,motorcycle,0.000000,No,Metropolitian
7512,0xe03e,KNPRES03DEL02,26.000000,4.900000,26.469003,80.316344,26.549003,80.396344,16-02-2022,21:45,21:60,Windy,Jam,1,Meal,scooter,1.000000,No,Urban
7513,0x15f6,CHENRES15DEL01,36.000000,4.900000,13.026286,80.275235,13.136286,80.385235,04-04-2022,23:10,23:15,Sunny,Low,2,Snack,scooter,0.000000,No,Metropolitian
7514,0x6bd8,MYSRES16DEL03,37.000000,4.100000,12.316967,76.603067,12.406967,76.693067,12-03-2022,17:45,17:55,Fog,Medium,1,Buffet,motorcycle,1.000000,No,Urban
7515,0x9831,HYDRES03DEL02,26.000000,4.900000,17.422819,78.449578,17.502819,78.529578,23-03-2022,23:10,23:25,Windy,Low,2,Drinks,scooter,1.000000,No,Metropolitian
7516,0x810f,INDORES15DEL03,30.000000,4.900000,22.760072,75.892574,22.850072,75.982574,10-03-2022,23:45,23:60,Stormy,Low,0,Buffet,motorcycle,0.000000,No,Metropolitian
7517,0x7b1a,HYDRES18DEL01,23.000000,4.000000,17.450851,78.379347,17.490851,78.419347,19-03-2022,12:25,12:40,Cloudy,High,1,Buffet,scooter,0.000000,No,Metropolitian
7518,0xc4e0,KOCRES19DEL02,34.000000,3.900000,9.960846,76.293936,10.090846,76.423936,14-02-2022,20:10,20:15,Sandstorms,Jam,1,Buffet,scooter,1.000000,No,Metropolitian
7519,0xb3bc,SURRES04DEL03,32.000000,4.200000,21.173493,72.801953,21.233493,72.861953,26-03-2022,19:30,19:40,Windy,Jam,1,Buffet,scooter,2.000000,No,Metropolitian
7520,0xe023,AGRRES010DEL03,28.000000,4.600000,27.163303,78.057044,27.253303,78.147044,14-02-2022,21:35,21:40,Cloudy,Jam,0,Drinks,motorcycle,0.000000,No,Metropolitian
7521,0x92a6,JAPRES01DEL01,23.000000,4.800000,26.905190,75.810753,26.915190,75.820753,17-03-2022,9:25,9:30,Stormy,Low,2,Buffet,scooter,0.000000,No,Metropolitian
7522,0x6917,COIMBRES19DEL01,25.000000,4.600000,11.022298,76.998349,11.092298,77.068349,10-03-2022,18:10,18:20,Windy,Medium,2,Meal,electric_scooter,0.000000,No,Metropolitian
7523,0xa357,MUMRES13DEL03,35.000000,4.100000,19.178321,72.834715,19.208321,72.864715,03-03-2022,21:40,21:45,Sandstorms,Jam,1,Buffet,scooter,1.000000,No,Metropolitian
7524,0xb216,INDORES17DEL03,29.000000,4.600000,22.761226,75.887522,22.851226,75.977522,14-03-2022,21:25,21:40,Sunny,Jam,0,Meal,motorcycle,1.000000,No,Metropolitian
7525,0xc7fc,KOLRES07DEL01,NaN,NaN,22.547186,88.350680,22.557186,88.360680,13-02-2022,NaN,10:40,Sandstorms,Low,1,Snack,scooter,0.000000,No,Metropolitian
7526,0x437a,COIMBRES03DEL02,21.000000,4.600000,11.025083,77.015393,11.105083,77.095393,10-03-2022,22:55,23:10,Cloudy,Low,0,Meal,motorcycle,0.000000,No,Metropolitian
7527,0xa7cc,INDORES010DEL01,34.000000,4.200000,22.750040,75.902847,22.760040,75.912847,30-03-2022,9:25,9:35,Sandstorms,Low,0,Buffet,motorcycle,0.000000,No,Metropolitian
7528,0xddf3,DEHRES05DEL03,29.000000,4.500000,30.346994,78.062543,30.376994,78.092543,11-02-2022,20:55,21:10,Sandstorms,Jam,1,Meal,scooter,1.000000,No,Metropolitian
7529,0x1e4f,MUMRES09DEL03,37.000000,3.600000,18.994049,72.825203,19.084049,72.915203,20-03-2022,21:15,21:20,Sunny,Jam,1,Snack,scooter,1.000000,No,Urban
7530,0x6cf5,MUMRES19DEL02,25.000000,4.700000,19.131141,72.813074,19.151141,72.833074,28-03-2022,8:50,9:05,Sunny,Low,1,Buffet,motorcycle,0.000000,No,Metropolitian
7531,0xa6a7,COIMBRES06DEL02,20.000000,4.500000,11.021278,76.995017,11.041278,77.015017,13-03-2022,11:10,11:25,Stormy,High,2,Snack,motorcycle,0.000000,No,Urban
7532,0xa197,JAPRES05DEL02,20.000000,4.200000,26.905287,75.794592,26.985287,75.874592,16-03-2022,18:20,18:35,Sandstorms,Medium,0,Drinks,motorcycle,1.000000,No,Urban
7533,0x761b,COIMBRES17DEL01,38.000000,3.500000,11.026117,76.944652,11.136117,77.054652,04-04-2022,23:30,23:40,Fog,Low,1,Snack,motorcycle,NaN,No,Metropolitian
7534,0x9410,CHENRES16DEL03,33.000000,4.100000,13.049645,80.242268,13.109645,80.302268,21-03-2022,19:40,19:50,Fog,Jam,0,Drinks,motorcycle,1.000000,No,NaN
7535,0x893f,MUMRES19DEL01,38.000000,4.700000,19.131141,72.813074,19.141140,72.823074,21-03-2022,10:15,10:20,Windy,Low,1,Snack,motorcycle,1.000000,No,NaN
7536,0x63d6,BANGRES14DEL02,20.000000,4.400000,12.949934,77.699386,12.999934,77.749386,03-04-2022,20:40,20:50,Stormy,Jam,0,Meal,motorcycle,1.000000,No,Urban
7537,0x8da9,COIMBRES18DEL01,33.000000,4.500000,11.020910,76.940432,11.030910,76.950432,13-03-2022,11:15,11:30,Sandstorms,High,2,Buffet,scooter,NaN,No,Metropolitian
7538,0xa924,COIMBRES09DEL02,25.000000,4.700000,11.008638,76.984311,11.058638,77.034311,17-03-2022,20:25,20:40,Windy,Jam,1,Drinks,motorcycle,1.000000,No,Metropolitian
7539,0x603f,BANGRES13DEL03,25.000000,4.600000,12.935662,77.614130,12.965662,77.644130,30-03-2022,22:40,22:55,Cloudy,Low,2,Buffet,scooter,1.000000,No,Metropolitian
7540,0xeb2,JAPRES010DEL01,38.000000,4.900000,26.921411,75.793604,27.031411,75.903604,02-03-2022,22:35,22:45,Windy,Low,0,Buffet,motorcycle,NaN,No,Metropolitian
7541,0x4249,MUMRES20DEL01,NaN,NaN,19.103249,72.846749,19.173249,72.916749,16-03-2022,NaN,20:55,NaN,NaN,0,Meal,motorcycle,2.000000,No,Metropolitian
7542,0x292a,CHENRES20DEL02,32.000000,4.900000,12.975996,80.221898,13.055996,80.301898,25-03-2022,18:10,18:20,Sandstorms,Medium,0,Snack,motorcycle,1.000000,No,Metropolitian
7543,0xcf43,AURGRES07DEL02,33.000000,4.600000,19.875908,75.358888,19.925908,75.408888,15-02-2022,19:15,19:20,Stormy,Jam,2,Snack,scooter,1.000000,No,Metropolitian
7544,0xd4c1,KOCRES08DEL02,33.000000,4.800000,9.985497,76.276999,10.005497,76.296999,13-02-2022,10:30,10:35,Cloudy,Low,1,Snack,motorcycle,1.000000,No,Metropolitian
7545,0xb3c9,BANGRES04DEL02,39.000000,4.600000,12.980410,77.640489,13.000410,77.660489,28-03-2022,8:25,8:30,Stormy,Low,1,Buffet,motorcycle,0.000000,No,Metropolitian
7546,0x1315,MUMRES07DEL02,32.000000,4.600000,19.091458,72.827808,19.141458,72.877808,26-03-2022,20:45,20:50,Sunny,Jam,2,Meal,motorcycle,NaN,No,Metropolitian
7547,0x78e0,VADRES07DEL02,37.00,4.90,0.00,0.00,0.02,0.02,01-03-2022,9:60,10:10,Sandstorms,Low,2,Drinks,motorcycle,1.00,No,Metropolitian
7548,0x431c,VADRES010DEL01,20.000000,4.700000,22.310329,73.169083,22.350329,73.209083,21-03-2022,15:50,16:05,Windy,Medium,2,Meal,scooter,1.000000,No,Metropolitian
7549,0x816d,PUNERES04DEL01,38.000000,4.300000,18.514210,73.838429,18.584210,73.908429,18-03-2022,23:20,23:35,Fog,Low,0,Snack,motorcycle,1.000000,No,Metropolitian
7550,0x4169,COIMBRES09DEL02,23.000000,4.300000,11.008638,76.984311,11.138638,77.114311,06-04-2022,17:25,17:35,Cloudy,Medium,2,Snack,motorcycle,1.000000,No,Urban
